"color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"Color","Andy Cadiff",65,101,3,120,"Stark Sands",448,12189514,"Comedy|Romance","Annabella Sciorra","Chasing Liberty ",30092,842,"Terence Maynard",0,"first daughter|photographer|prague|president|secret service agent","http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1",129,"English","USA","PG-13",2.3e+07,2004,143,6.1,2.35,0
"Color","Jon M. Chu",84,115,209,41,"Sean Kingston",569,73000942,"Documentary|Music","Usher Raymond","Justin Bieber: Never Say Never ",74351,714,"Boys II Men",1,"boyhood friend|manager|plasma tv|prodigy|star","http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1",233,"English","USA","G",1.3e+07,2011,69,1.6,1.85,62000
"Color","Jon Amiel",57,123,36,631,"Holly Hunter",10000,32051917,"Crime|Drama|Mystery|Thriller","William McNamara","Copycat ",42315,12338,"Harry Connick Jr.",0,"agoraphobia|copycat murder|detective|psychologist|serial killer","http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1",140,"English","USA","R",2e+07,1995,1000,6.6,2.35,0
"Color","JK Youn",43,103,2,13,"Ji-won Ha",94,NA,"Action|Comedy|Drama|Thriller","Nicole Dionne","Tidal Wave ",2659,213,"Kyung-gu Sol",2,"korea|lifeguard|single father|tears|tsunami","http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1",25,"Korean","South Korea","R",NA,2009,80,5.7,2.35,558
"Color","Brett Ratner",245,101,420,467,"Rufus Sewell",12000,72660029,"Action|Adventure","Dwayne Johnson","Hercules ",115687,16235,"Ingrid Bolsø Berdal",0,"army|greek mythology|hercules|king|mercenary","http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1",269,"English","USA","PG-13",1e+08,2014,3000,6,2.35,21000
"Color","Daniel Hsia",14,100,0,489,"Daniel Henney",946,10443,"Comedy|Drama|Romance","Alan Ruck","Shanghai Calling ",1255,2386,"Eliza Coupe",5,"","http://www.imdb.com/title/tt2070597/?ref_=fn_tt_tt_1",9,"English","USA","PG-13",NA,2012,719,6.3,2.35,660
"Color","Christopher Nolan",712,169,22000,6000,"Anne Hathaway",11000,187991439,"Adventure|Drama|Sci-Fi","Matthew McConaughey","Interstellar ",928227,31488,"Mackenzie Foy",1,"black hole|father daughter relationship|saving the world|space travel|wormhole","http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1",2725,"English","USA","PG-13",1.65e+08,2014,11000,8.6,2.35,349000
" Black and White","Joel Coen",77,111,0,385,"Bill Cobbs",1000,2869369,"Comedy|Fantasy","Jennifer Jason Leigh","The Hudsucker Proxy ",65474,2612,"John Mahoney",2,"art deco|board of directors|industry|mail|stock","http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1",211,"English","UK","PG",3e+07,1994,970,7.3,1.85,0
"Color","Kasi Lemmons",58,105,148,400,"Tamara Tunie",539,687081,"Crime|Drama|Music|Mystery|Thriller","Colm Feore","The Caveman's Valentine ",5602,1767,"Aunjanue Ellis",0,"chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female","http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1",59,"English","USA","R",NA,2001,508,6,1.85,329
"Color","Andrzej Bartkowiak",107,101,43,655,"Bill Duke",2000,51758599,"Action|Comedy|Crime|Drama|Thriller","Michael Jai White","Exit Wounds ",27580,5942,"Bruce McGill",0,"corrupt cop|drug dealer|drugs|heroin|vice president","http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1",232,"English","USA","R",3.3e+07,2001,1000,5.5,2.35,742
"Color","Simon Wells",124,96,25,102,"Alan Young",891,56684819,"Action|Adventure|Sci-Fi","Mark Addy","The Time Machine ",103787,1919,"Josh Stamberg",0,"hunter|scientist|time machine|time travel|time travel romance","http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1",615,"English","USA","PG-13",8e+07,2002,639,5.9,2.35,3000
" Black and White","Frank Coraci",108,90,153,427,"Clint Howard",11000,161487252,"Comedy|Sport","Adam Sandler","The Waterboy ",119450,13823,"Peter Dante",0,"coach|college|college football|domineering mother|football","http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1",300,"English","USA","PG-13",2e+07,1998,1000,6.1,1.85,0
"Color","Joshua Marston",155,101,13,6,"Wilson Guerrero",280,6517198,"Crime|Drama","Catalina Sandino Moreno","Maria Full of Grace ",30474,308,"Yenny Paola Vega",0,"colombia|colombian|drug mule|money|stomach","http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1",172,"Spanish","Colombia","R",3e+06,2004,11,7.5,1.85,0
"Color","Mike Newell",117,147,179,646,"Al Pacino",40000,41954997,"Biography|Crime|Drama","Johnny Depp","Donnie Brasco ",225122,56014,"Anne Heche",2,"fbi|mafia|money|racial slur|singer","http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1",234,"English","USA","R",3.5e+07,1997,14000,7.8,2.35,0
"Color","Anurag Basu",41,90,116,303,"Steven Michael Quezada",594,1602466,"Action|Drama|Romance|Thriller","Bárbara Mori","Kites ",9673,1836,"Kabir Bedi",0,"casino|desert|love|suicide|tragic event","http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1",106,"English","India","",6e+08,2010,412,6,NA,0
"Color","Sam Firstenberg",40,90,44,93,"Steve James",615,4000000,"Action|Drama","Michael Dudikoff","American Ninja 2: The Confrontation ",6046,872,"Larry Poindexter",0,"blood splatter|island|motorboat|ninja|sequel to cult film","http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1",46,"English","USA","R",350000,1987,96,4.7,1.85,583
"Color","Tim Burton",451,108,13000,11000,"Alan Rickman",40000,334185206,"Adventure|Family|Fantasy","Johnny Depp","Alice in Wonderland ",306320,79957,"Anne Hathaway",0,"alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion","http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1",736,"English","USA","PG",2e+08,2010,25000,6.5,1.85,24000
"Color","Russell Holt",6,118,0,249,"Brenda Strong",373,3347439,"Drama|Romance","Eric Johnson","The Work and the Glory ",833,1233,"Tiffany Dupont",1,"1830s|baptism|intolerance|mormon church|sibling rivalry","http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1",33,"English","USA","PG",7500000,2004,266,6.9,NA,31
"Color","Barbra Streisand",16,132,0,122,"Amy Irving",405,30400000,"Drama|Musical|Romance","Miriam Margolyes","Yentl ",9503,914,"Steven Hill",1,"love|study|talmud|wedding|yeshiva","http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1",68,"English","UK","PG",1.2e+07,1983,194,6.6,1.85,0
"Color","Ralph Nelson",32,103,17,113,"Dick Van Patten",754,NA,"Drama|Romance|Sci-Fi","Cliff Robertson","Charly ",4998,1567,"Claire Bloom",0,"disability|experiment|genius|intelligence|mouse","http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1",55,"English","USA","PG",NA,1968,605,7.1,2.35,785
"Color","Joe Wright",256,111,456,394,"Cara Delevingne",20000,34964818,"Adventure|Family|Fantasy","Hugh Jackman","Pan ",39956,21393,"Nonso Anozie",4,"1940s|child hero|fantasy world|orphan|reference to peter pan","http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1",186,"English","USA","PG",1.5e+08,2015,548,5.8,2.35,24000
"Color","Gary Sinyor",12,94,0,136,"Frank Finlay",722,69582,"Comedy","Sean Pertwee","Stiff Upper Lips ",867,1477,"Samuel West",2,"class conflict|edwardian era|england|sexual awakening|spoof","http://www.imdb.com/title/tt0120210/?ref_=fn_tt_tt_1",21,"English","UK","R",NA,1998,338,6.4,1.85,109
"Color","Kurt Wimmer",158,94,110,277,"Cameron Bright",14000,18500966,"Action|Horror|Sci-Fi|Thriller","Milla Jovovich","Ultraviolet ",70341,15271,"Nick Chinlund",1,"boy|disease|hemophagia|speed|vampire","http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1",830,"English","USA","PG-13",3e+07,2006,829,4.4,1.85,0
"Color","Taylor Hackford",209,178,138,748,"Curtis Armstrong",904,75305995,"Biography|Drama|Music","Bokeem Woodbine","Ray ",110394,5074,"Harry Lennix",0,"1950s|1960s|racism|rhythm and blues|singer","http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1",433,"English","USA","PG-13",4e+07,2004,876,7.7,1.85,0
"Color","Richard Shepard",191,96,47,442,"Philip Baker Hall",3000,12570442,"Comedy|Crime|Drama|Thriller","Adam Scott","The Matador ",40514,4053,"Hope Davis",0,"bar|hitman|luck|mexico|mexico city","http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1",234,"English","USA","R",1e+07,2005,497,6.8,2.35,808
"Color","Jesse Dylan",94,95,58,3000,"Will Ferrell",14000,52580895,"Comedy|Family|Romance|Sport","Josh Hutcherson","Kicking & Screaming ",30255,27351,"Robert Duvall",1,"book|child|slapstick comedy|soccer|suburb","http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1",118,"English","USA","PG",4.5e+07,2005,8000,5.6,2.35,743
"Color","Ed Decter",49,92,13,301,"Eddie Griffin",11000,28972187,"Comedy","Zooey Deschanel","The New Guy ",28805,12687,"Gene Simmons",1,"cheerleader|geek|high school|prison|reference to janet jackson","http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1",159,"English","USA","PG-13",1.3e+07,2002,489,5.9,1.85,1000
"Color","Darren Lynn Bousman",10,97,163,303,"Barry Bostwick",636,NA,"Horror|Musical","Paul Sorvino","Alleluia! The Devil's Carnival ",259,2438,"Terrance Zdunich",5,"carnival|devil|redemption|reference to god","http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1",20,"English","USA","",5e+05,2016,456,7.4,1.78,707
"Color","Jeffrey W. Byrd",23,95,2,807,"Loretta Devine",927,4006906,"Comedy|Crime","Donald Faison","King's Ransom ",3229,4990,"Regina Hall",7,"hit in the crotch|kidnapping|nail gun|police|release from prison","http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1",20,"English","USA","PG-13",1.5e+07,2005,912,4.1,1.85,83
"Color","Renny Harlin",113,108,212,347,"Ashley Scott",969,12232937,"Action|Crime|Thriller","Taylor Cole","12 Rounds ",22823,2799,"Nick Gomez",1,"2000s|detective|sadist|terrorism|terrorist","http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1",113,"English","USA","PG-13",2.2e+07,2009,794,5.6,2.35,0
"Color","Rand Ravich",107,109,7,1000,"Charlize Theron",40000,10654581,"Drama|Sci-Fi|Thriller","Johnny Depp","The Astronaut's Wife ",45500,52621,"Clea DuVall",0,"astronaut|electrocuted in bathtub|mission|pilot|sister","http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1",260,"English","USA","R",3.4e+07,1999,9000,5.3,1.85,1000
"Color","Jonathan Demme",68,125,438,372,"Tom Hanks",18000,77324422,"Drama","Denzel Washington","Philadelphia ",178731,33865,"Jason Robards",2,"aids|city name in title|gay|homophobia|lawyer","http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1",261,"English","USA","PG-13",2.6e+07,1993,15000,7.7,1.85,0
"Color","Alex Craig Mann",29,87,38,445,"Christa B. Allen",552,1332,"Comedy|Horror","Justin Chon","Detention of the Dead ",2038,2251,"Max Adler",6,"based on play|blood|independent film|teenager|zombie","http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1",20,"English","USA","Not Rated",5e+05,2012,533,4.6,2.35,898
" Black and White","Jim Chuchu",6,60,0,4,"Olwenya Maina",147,NA,"Drama","Paul Ogola","Stories of Our Lives ",70,170,"Mugambi Nthiga",0,"","http://www.imdb.com/title/tt3973612/?ref_=fn_tt_tt_1",1,"Swahili","Kenya","",15000,2014,19,7.4,NA,45
"Color","Mike Barker",29,98,5,716,"Nicholas Lea",18000,NA,"Crime|Drama|Thriller","Gerard Butler","Shattered ",25450,20472,"Callum Rennie",1,"daughter|gun|nanny|sociopath|suburb","http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1",118,"English","UK","R",2e+07,2007,867,6.7,2.35,0
"Color","Karyn Kusama",178,93,45,352,"Sophie Okonedo",9000,25857987,"Action|Sci-Fi","Charlize Theron","Æon Flux ",110614,10185,"Paterson Joseph",0,"based on cult favorite|disease|female hero|female protagonist|future","http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1",532,"English","USA","PG-13",6.2e+07,2005,460,5.5,2.35,0
"Color","Troy Nixey",298,99,24,155,"Alan Dale",3000,24042490,"Fantasy|Horror|Thriller","Bailee Madison","Don't Be Afraid of the Dark ",40776,3744,"Jack Thompson",1,"basement|creature|disappearance|interior designer|mansion","http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1",250,"English","USA","R",2.5e+07,2010,441,5.6,1.85,10000
"Color","Kevin Spacey",37,97,18000,977,"Joe Mantegna",10000,326308,"Crime|Drama|Thriller","Viggo Mortensen","Albino Alligator ",6632,13718,"Faye Dunaway",3,"bar|box office flop|hostage|new orleans louisiana|police","http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1",69,"English","USA","R",5e+06,1996,1000,6.1,2.35,225
"Color","James Wong",211,98,70,591,"Brendan Fehr",1000,53302314,"Horror|Thriller","Daniel Roebuck","Final Destination ",181058,3345,"Kerr Smith",1,"dead teenager|death|explosion|premonition|teenager","http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1",674,"English","USA","R",2.3e+07,2000,847,6.7,1.85,0
"Color","Robert Zemeckis",49,104,0,812,"Meryl Streep",13000,58422650,"Comedy|Fantasy|Horror","Bruce Willis","Death Becomes Her ",78974,25599,"Isabella Rossellini",3,"plastic surgeon|rejuvenation|revenge|rival|rivalry","http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1",173,"English","USA","PG-13",5.5e+07,1992,11000,6.4,1.85,8000
"Color","Kirk Jones",170,110,52,651,"Dennis Quaid",10000,41102171,"Comedy|Drama|Romance","Anna Kendrick","What to Expect When You're Expecting ",57266,13396,"Thomas Lennon",12,"baby|expecting twins|hawaiian shirt|photographer|pregnancy","http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1",89,"English","USA","PG-13",4e+07,2012,2000,5.7,2.35,14000
"Color","Simon Curtis",203,109,64,553,"Frances Fisher",16000,33305037,"Biography|Drama|History","Ryan Reynolds","Woman in Gold ",33856,17866,"Elizabeth McGovern",2,"art|jewish|justice|nazi|theft","http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1",147,"English","UK","PG-13",1.1e+07,2015,638,7.3,2.35,34000
"Color","Danny Boyle",412,122,0,816,"Michael Fassbender",14000,17750583,"Biography|Drama","Kate Winslet","Steve Jobs ",93548,28933,"Michael Stuhlbarg",0,"apple computer|box office flop|computer|dialogue driven|father daughter relationship","http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1",307,"English","UK","R",3e+07,2015,13000,7.2,2.35,23000
"Color","Harold Becker",50,111,17,889,"Martin Landau",14000,20300000,"Drama|Thriller","Al Pacino","City Hall ",16741,17877,"Bridget Fonda",2,"drug dealer|mayor|new york city|probation|scandal","http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1",60,"English","USA","R",4e+07,1996,940,6.2,1.85,309
"Color","Jon Amiel",149,135,36,106,"Tchéky Karyo",894,31111260,"Action|Adventure|Sci-Fi|Thriller","Glenn Morshower","The Core ",77029,1439,"Rekha Sharma",0,"core|earth|natural disaster|pacemaker|scientist","http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1",466,"English","USA","PG-13",6e+07,2003,345,5.4,2.35,0
"Color","Michael Mann",299,120,0,680,"Jada Pinkett Smith",10000,100003492,"Crime|Drama|Thriller","Tom Cruise","Collateral ",293662,13581,"Debi Mazar",0,"city by night|contract killer|driving at night|los angeles california|taxi","http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1",836,"English","USA","R",6.5e+07,2004,851,7.6,2.35,0
"Color","Aaron Schneider",160,100,11,970,"Robert Duvall",13000,9176553,"Drama|Mystery","Bill Murray","Get Low ",19147,19330,"Bill Cobbs",1,"funeral|funeral home|hermit|party|secret","http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1",97,"English","USA","PG-13",7500000,2009,3000,7.1,2.35,0
"Color","Johnny Remo",2,112,74,891,"Randy Wayne",260000,96734,"Action|Drama","Matthew Ziff","Hardflip ",606,263584,"Raquel Elizabeth Ames",3,"family relationships|loss of mother|san diego california|single mother|suicide attempt","http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1",5,"English","USA","PG-13",1e+06,2012,984,5.6,1.85,706
"Color","Roland Emmerich",288,130,776,358,"Joely Richardson",898,4463292,"Drama|History|Thriller","Vanessa Redgrave","Anonymous ",34488,2452,"Rafe Spall",3,"earl of oxford|play|queen|rebellion|shakespeare play","http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1",136,"English","UK","PG-13",3e+07,2011,584,6.9,2.35,15000
"Color","Peter Cattaneo",47,107,11,419,"Olivia Williams",773,54606,"Comedy|Crime|Romance","James Nesbitt","Lucky Break ",1940,2440,"Peter McNamara",0,"escape|prison|prison escape|sadism|solitary confinement","http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1",34,"English","UK","PG-13",6e+06,2001,766,6.2,2.35,30
"Color","Steve McQueen",486,101,0,726,"Nicole Beharie",13000,4000304,"Drama","Michael Fassbender","Shame ",145395,15230,"James Badge Dale",0,"female frontal nudity|female nudity|male nudity|sex addict|sex addiction","http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1",375,"English","UK","NC-17",6500000,2011,898,7.3,2.35,23000
"Color","",5,43,NA,452,"Aimee Garcia",778,NA,"Action|Comedy|Crime","Jon Foo","Rush Hour             ",2185,2255,"Wendie Malick",2,"","http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1",30,"English","USA","TV-14",NA,NA,618,5.8,16,0
"Color","Ron Fricke",115,102,330,0,"Balinese Tari Legong Dancers",48,2601847,"Documentary|Music","Collin Alfredo St. Dic","Samsara ",22457,48,"Puti Sri Candra Dewi",0,"hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park","http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1",69,"None","USA","PG-13",4e+06,2011,0,8.5,2.35,26000
"Color","Takeshi Kitano",81,114,0,403,"Tatyana Ali",865,447750,"Crime|Drama|Thriller","Omar Epps","Brother ",18520,2126,"James Shigeta",0,"gang|gangster|subjective camera|written and directed by cast member|yakuza","http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1",133,"English","USA","R",1e+07,2000,685,7.2,1.85,0
"Color","Scott Derrickson",233,122,301,457,"Colm Feore",1000,75072454,"Drama|Horror|Thriller","Tom Wilkinson","The Exorcism of Emily Rose ",96569,2759,"JR Bourne",0,"death|demonic possession|exorcism|lawyer|priest","http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1",522,"English","USA","PG-13",2e+07,2005,539,6.7,2.35,0
"Color","Chris Stokes",14,81,548,104,"Rachel Sterling",166,NA,"Horror","Kristen Quintrall","No Vacancy ",1561,609,"Black Thomas",0,"motel|psychopath|psychopathic killer|road trip|vomiting","http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1",21,"English","USA","R",4e+06,2012,134,4.2,NA,531
"Color","Brian Levant",81,94,32,626,"Harvey Korman",854,60573641,"Comedy|Family","Jim Belushi","Jingle All the Way ",68406,4530,"Jake Lloyd",1,"action figure|christmas|hero|karate|toy","http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1",162,"English","USA","PG",6e+07,1996,628,5.4,1.85,0
"Color","Karey Kirkpatrick",93,107,11,506,"Ronny Cox",939,16088610,"Comedy|Drama|Family|Fantasy","Stephen Root","Imagine That ",10417,3742,"Richard Schiff",2,"blanket|competition|family relationships|feather|sleepover","http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1",39,"English","USA","PG",5.5e+07,2009,605,5.6,2.35,610
"Color","Pete Docter",408,96,0,262,"Delroy Lindo",1000,292979556,"Adventure|Animation|Comedy|Family","John Ratzenberger","Up ",665575,2635,"Jess Harnell",1,"balloon|house|promise|retirement|skeleton","http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1",704,"English","USA","PG",1.75e+08,2009,848,8.3,1.85,27000
"Color","Paul Feig",270,123,176,749,"William Xifaras",975,159578352,"Action|Comedy|Crime","Michael Rapaport","The Heat ",133177,4825,"Demián Bichir",7,"drug lord|fbi|fbi agent|hospital|shot in the crotch","http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1",380,"English","USA","R",4.3e+07,2013,815,6.6,2.35,24000
"Color","Tim Hill",70,87,25,611,"F. Murray Abraham",1000,16290976,"Adventure|Comedy|Family|Fantasy|Music|Sci-Fi","Josh Charles","Muppets from Space ",14637,3243,"David Arquette",0,"alien|breakfast|escape|rat|ufo","http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1",100,"English","USA","G",2.4e+07,1999,670,6.2,1.85,619
"Color","Ted Kotcheff",145,93,270,535,"Brian Dennehy",13000,NA,"Action|Adventure|Drama","Sylvester Stallone","First Blood ",172489,15192,"Chris Mulkey",1,"1980s|colonel|deputy|rambo|sheriff","http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1",376,"English","USA","R",1.4e+07,1982,954,7.7,2.35,0
"Color","Henry Jaglom",19,117,69,87,"Stephen Dillane",898,821997,"Drama|Romance","Vanessa Redgrave","Déjà Vu ",666,1753,"Michael Brandon",0,"american|love|pin|ruby|stranger","http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1",40,"English","USA","PG-13",NA,1997,577,7,1.85,91
"Color","Josh Trank",414,89,128,371,"Alex Russell",963,64572496,"Drama|Sci-Fi|Thriller","Michael Kelly","Chronicle ",204327,2054,"Ashley Hinshaw",0,"found footage|high school|subjective camera|teen angst|troubled teen","http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1",471,"English","USA","PG-13",1.2e+07,2012,465,7.1,1.85,32000
"Color","Malcolm D. Lee",76,114,92,436,"Mike Epps",940,42168445,"Comedy|Drama|Romance","Mo'Nique","Welcome Home, Roscoe Jenkins ",10791,3565,"Cedric the Entertainer",3,"african american protagonist|comma in title|four word title|name in title|talk show host","http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1",39,"English","USA","PG-13",3.5e+07,2008,706,5.3,1.85,464
"Color","Richard E. Grant",49,97,554,530,"Julie Walters",876,233103,"Drama","Emily Watson","Wah-Wah ",2670,2544,"Miranda Richardson",3,"alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife","http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1",50,"English","UK","R",7e+06,2005,838,6.9,2.35,311
"Color","Martin Campbell",156,136,258,94,"Tony Amendola",12000,93771072,"Action|Adventure|Comedy|Romance|Thriller|Western","Anthony Hopkins","The Mask of Zorro ",135404,12396,"Stuart Wilson",0,"19th century|california|revenge|training|zorro","http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1",318,"English","USA","PG-13",6.5e+07,1998,174,6.7,2.35,0
"Color","David Fincher",157,129,21000,283,"Armin Mueller-Stahl",495,48265581,"Drama|Mystery|Thriller","Deborah Kara Unger","The Game ",261069,1397,"Charles Martinet",1,"birthday|falling through a glass roof|game|hitchcockian|suicide","http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1",506,"English","USA","R",5e+07,1997,294,7.8,2.35,25000
"Color","Cameron Crowe",153,141,488,509,"Ivana Milicevic",10000,100614858,"Fantasy|Mystery|Romance|Sci-Fi|Thriller","Tom Cruise","Vanilla Sky ",206776,11458,"Noah Taylor",1,"death|dream|love|lynchian|reality","http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1",1248,"English","USA","R",6.8e+07,2001,834,6.9,1.85,0
"Color","Timur Bekmambetov",316,110,335,988,"Morgan Freeman",11000,134568845,"Action|Crime|Fantasy|Thriller","Angelina Jolie Pitt","Wanted ",299852,25763,"Common",0,"assassin|bobble head doll|femme fatale|rejuvenation|strong female lead","http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1",713,"English","USA","R",7.5e+07,2008,11000,6.7,2.35,0
"Color","Brian Levant",35,91,32,628,"Elizabeth Perkins",924,130512915,"Comedy|Family|Fantasy","Jonathan Winters","The Flintstones ",60884,3244,"Harvey Korman",2,"1000000 b.c.|box office hit|lawn mowing|product placement|stone age","http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1",85,"English","USA","PG",4.5e+07,1994,664,4.8,1.33,0
"Color","Barry Levinson",64,109,272,124,"Roger Ashton-Griffiths",155,4250320,"Adventure|Fantasy|Mystery|Thriller","Nicholas Rowe","Young Sherlock Holmes ",14870,605,"Freddie Jones",1,"cult|death|delusion|girl|sherlock holmes","http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1",86,"English","USA","PG-13",1.8e+07,1985,144,6.8,1.85,0
"Color","Spike Lee",61,202,0,318,"Delroy Lindo",18000,48169908,"Biography|Drama|History|Romance","Denzel Washington","Malcolm X ",63923,20143,"Al Freeman Jr.",0,"african american|black history|civil rights|ku klux klan|nation of islam","http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1",156,"English","USA","PG-13",3.3e+07,1992,848,7.7,1.85,0
"Color","Julian Jarrold",91,102,11,35,"Warren Clarke",10000,NA,"Crime|Drama|Mystery|Thriller","Andrew Garfield","Red Riding: In the Year of Our Lord 1974 ",9305,10369,"John Henshaw",0,"ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation","http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1",44,"English","UK","Not Rated",NA,2009,281,7.1,1.85,0
"Color","Joshua Michael Stern",131,120,0,886,"Judge Reinhold",1000,16284360,"Comedy|Drama","Madeline Carroll","Swing Vote ",15079,6212,"Nathan Lane",1,"ballot|election|new mexico|vote|voting","http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1",79,"English","USA","PG-13",2.1e+07,2008,901,6.1,2.35,1000
"Color","Nicholas Stoller",253,118,89,344,"Jack McBrayer",15000,62877175,"Comedy|Drama|Romance","Mila Kunis","Forgetting Sarah Marshall ",217507,16758,"Maria Thayer",1,"breakup|hawaii|hotel|male full frontal nudity|resort","http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1",325,"English","USA","R",3e+07,2008,975,7.2,1.85,0
"Color","Simon West",152,87,165,383,"Tessa Thompson",1000,47860214,"Horror|Thriller","Madeline Carroll","When a Stranger Calls ",34711,2452,"Brian Geraghty",0,"babysitting|cell phone|high school|nightmare|teenager","http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1",468,"English","USA","PG-13",1.5e+07,2006,431,5,2.35,0
"Color","Wes Anderson",83,91,0,65,"Darryl Cox",387,1040879,"Comedy|Crime|Drama","Andrew Wilson","Bottle Rocket ",54478,648,"Lumi Cavazos",0,"caper|escapade|motel|robbery|texas","http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1",184,"English","USA","R",7e+06,1996,96,7.1,1.85,0
